"转债代码","转债名称","交易日期","开盘价","最高价","最低价","最新价","涨跌幅","5日涨跌幅","正股名称","正股最高价","正股最低价","正股最新价","正股涨跌幅","正股5日涨跌幅","成交量(手)","成交额(万)","年化波动率","正股年化波动率","股息率","转股价值","转股溢价率","理论转股溢价率","修正转股溢价率","纯债价值","纯债溢价率","期权价值","理论价值","理论偏离度","双低","剩余规模(亿)","剩余市值(亿)","换手率","市净率","市盈率_ttm","市销率_ttm","正股流通市值(亿)","正股总市值（亿）","资产负债率","转债市占比","上市天数","转股截止日","剩余年限","到期收益率(税前)","强赎触发比例","外部评级","三方评级","企业类型","地域","一级行业","二级行业","三级行业","转股溢价率_得分","剩余规模(亿)_得分","赎回状态","总分","排名"
"110052.SH","贵广转债","2024-04-30","119.26","120.109","117.874","118.629","0.0030015049799618776","0.04585287590121245","贵广网络","7.45","7.2","7.42","0.03342618384401108","0.1293759517983959","37398","4438.7339","0.20702800527159138","0.4198973395903716","0","93.45088161209068","0.2694262264150944","0.2657694802922489","0.0036567461228455","110.90173788389401","0.06967665487979868","12.385992878707526","123.28773076260154","-0.03927143247099396","145.57162264150944","2.6406901152","3.132624276760608","0.14169378475831826","2.3905","","5.6761","89.83345993","89.83345993","0.7322419653562234","0.03487146414266589","1860","2025-03-04","0.8465753424657534","-0.05598171957142199","1.3","AA+","6-","地方国有企业","贵州","文化传媒","广播电视","有线电视","87","156","公告不强赎","243","11"
"128039.SZ","三力转债","2024-04-30","106.003","106.251","105.916","106.146","0.0016135881104033523","0.005408477386555033","三力士","4.87","4.75","4.84","0.008333333333333304","0.09009009037970372","19654.4","2084.279891","0.2127494429000983","0.375118814901345","0.008156","89.13443830570903","0.19085285123966944","0.3069465631312678","-0.11609371189159834","105.35606800387382","0.007497736116130804","1.079077120243199","106.43514512411701","-0.00272403222087525","125.23128512396694","2.023279","2.14762972734","0.09705024401862497","1.3572","63.7274","4.9579","30.67469713","43.64757206","0.16267684690129983","0.04920387609161324","2133","2024-06-07","0.10684931506849316","-0.013133777226045121","1.3","A+","8+","民营企业","浙江","基础化工","橡胶制品","其他橡胶制品","51","182","0/15 | 30","233","12"
"128120.SZ","联诚转债","2024-04-30","123.412","124.15","122.503","123.221","-0.0015476614915891362","0.048154134169219764","联诚精密","12.06","11.5","11.68","-0.011844331641285955","0.07948244029640272","13858.9","1709.7106364999997","0.39855769346646003","0.49478240202892426","0.029164","100","0.23221000000000003","0.21359425200194276","0.018615747998057264","96.71523415742118","0.27405988387967906","30.379669892237743","127.09490404965892","-0.03143866751332092","146.442","2.594242","3.19665093482","0.05348443328224299","1.4532","34051.1956","1.4609","12.92063348","15.287059529999999","0.5226416442792413","0.20910829375307602","1353","2026-07-16","2.213698630136986","-0.02754516268781367","1.3","A","8","外资企业","山东","交运设备","汽车","汽车零部件","69","158","0/15 | 30","227","13"
"123141.SZ","宏丰转债","2024-04-30","115.2","115.946","114.3","114.69","-0.004427083333333415","0.022192513406374292","温州宏丰","4.88","4.71","4.8","-0.006211180124223614","0.07142857185051876","15225.1","1747.9116651000002","0.20227551896882082","0.45087389431041675","0.005208000000000001","89.3854748603352","0.2830943749999999","0.3043859021293534","-0.021291527129353505","86.52139596981861","0.3255680715092424","29.74413344514612","116.26552941496473","-0.01373728672913721","142.9994375","3.20967","3.681170523","0.047482496509711404","2.5497","477.1923","0.725","14.78576285","20.98249541","0.6599901445812084","0.17544007283545499","754","2028-03-14","3.8767123287671232","0.013110269795254396","1.3","A","8","民营企业","浙江","电气设备","输变电设备","其他输变电设备","92","134","0/15 | 30","226","14"
"128090.SZ","汽模转2","2024-04-30","125","125.566","121.908","122.5","0.0004900359359687467","0.05604358680263499","天汽模","4.25","4.06","4.1","0.0024449877750609694","0.09919571102938152","53816","6645.3023907","0.3854260081312806","0.46472853063789793","0","96.92671394799052","0.26384146341463444","0.23666296869119147","0.02717849472344297","104.92493727991055","0.1675012935504938","22.934158978427632","127.85909625833818","-0.0437477245578628","148.88414634146343","3.081056","3.7742936","0.1760674471826993","1.8798","36.8576","1.3878","38.20225688","38.624383130000005","0.5775530004051596","0.09771789978617064","1560","2025-12-26","1.6602739726027398","-0.054146897438111595","1.3","AA-","8","民营企业","天津","交运设备","汽车","汽车零部件","83","142","0/15 | 30","225","15"
"113546.SH","迪贝转债","2024-04-30","128.6","129.33","127.768","128.191","0.003860671271280758","0.056130435655966426","迪贝电气","13.4","12.95","13.04","0.001536098310291889","0.10508474614781282","22760","2923.7024","0.22489695439452578","0.474782879401159","0.006135000000000001","108.3956774729842","0.1826209585889571","0.161403172840697","0.02121778574826011","107.10580295614345","0.19686325541567795","29.48447394730037","136.59027690344382","-0.06552158032501354","146.45309585889572","2.2950200191","2.942009112684481","0.09937774792723952","2.1307","33.733","1.7574","16.955376060000003","16.955376060000003","0.3685679906697998","0.17351482516657793","1623","2025-10-22","1.4821917808219178","-0.06053420718480527","1.3","A+","8","民营企业","浙江","电气设备","电机","电机","48","174","0/15 | 30","222","16"
"128049.SZ","华源转债","2024-04-30","121.276","122.457","120.536","121.4","0.0010142071456253898","0.05317949183364368","华源控股","7.95","7.77","7.92","0.016688061617458283","0.13629842251646784","23401.3","2841.4011923","0.24416062006384623","0.4919021065092614","0","107.46268656716418","0.12969444444444456","0.1665074949948914","-0.03681305055044684","107.71107809085288","0.1270892665060943","19.977949268156863","127.68902735900974","-0.05180417923401759","134.36944444444447","2.008232","2.437993648","0.1165467020240571","1.6603","102.3799","1.0678","19.56920233","26.24698874","0.37603596845355336","0.09288660395104814","1959","2024-11-26","0.5780821917808219","-0.15751082270698166","1.3","AA-","8","民营企业","江苏","机械设备","金属制品","金属制品","35","184","0/15 | 30","219","17"
"113598.SH","法兰转债","2024-04-30","128.801","129.8","128.22","129.769","0.007969365324716815","0.028940920932317038","法兰泰克","8.19","8.02","8.11","-0.002460024600246191","0.04107830561404757","13820","1780.9119","0.23222126262839157","0.38076833004274746","0.026611","105.59895833333333","0.22888522811344036","0.1771921856370713","0.05169304247636908","108.91311421866955","0.19149104247866044","28.049652356049865","136.9627665747194","-0.05543516999221243","152.65752281134405","2.75229","3.5716192100999997","0.04986287157835444","1.9285","17.7334","1.5434","29.20505522","29.20505522","0.5335955304902118","0.1222945542542275","1345","2026-07-30","2.252054794520548","-0.03853705943565274","1.3","AA-","7-","民营企业","江苏","机械设备","专用设备","工程机械","66","152","0/15 | 30","218","18"
"113671.SH","武进转债","2024-04-30","124.8","127.98","124.8","125.742","0.005750941826703881","-0.002411817897208679","武进不锈","9.08","8.54","8.59","0.0011655011655011815","-0.04342984378113668","32954","4163.7038","0.7063807480881111","0.34907860867348145","0.031598","100.46783625730993","0.25156472642607697","0.21028547194229202","0.041279254483784944","99.80359517187026","0.2598944936148002","35.09884070358225","134.9024358754525","-0.0728510432111189","150.89847264260771","3.0996403889999997","3.89754981793638","0.10682875125389775","1.6934","13.8886","1.4269","48.19550918","48.19550918","0.32417157239246047","0.08086956407867502","272","2029-07-09","5.197260273972603","-0.017194681343643162","1.3","AA","7-","民营企业","江苏","钢铁","钢铁","普钢","76","138","0/15 | 30","214","19"
"128091.SZ","新天转债","2024-04-30","152.5","154.776","152.168","154.516","0.013219672131147497","0.016566007483259204","新天药业","11.99","11.53","11.91","0.02407566638005143","0.03475238936589342","49051.8","7545.5783876000005","0.39407063306363094","0.40806686457474456","0.008405000000000001","146.8557336621455","0.0521618471872376","0.04472139371863372","0.007440453468603878","104.27904965352377","0.48175496912747917","57.741794781709515","162.0208444352333","-0.04857001498377711","159.73218471872374","1.519193","2.34739625588","0.32144459499324235","2.7707","38.6489","2.9891","26.6875707","27.576227730000003","0.4662473746724583","0.08512390740544555","1566","2025-12-29","1.6684931506849314","-0.16281091474601755","1.3","A+","8","民营企业","贵州","医药生物","中药生产","中药生产","16","194","公告不强赎","210","20"
"111008.SH","沿浦转债","2024-04-30","124.401","125.2","123.2","124.305","-0.001068805348848345","0.03170519159888774","上海沿浦","47.46","45.26","45.48","-0.028205128205128216","0.022482014676568296","15644","1944.5631","0.2315474040038791","0.48653044315317734","0.002748","96.7865503298574","0.2843210092348287","0.2377725314905876","0.04654847774424112","88.69705851632446","0.40145571994500817","40.023499330308056","128.72055784663252","-0.03552196489789239","152.73710092348287","3.83861","4.7715841605","0.04075298757375863","3.0977","32.4681","2.0127","36.38534257","36.38534257","0.5047696282195424","0.13114028406686512","520","2028-11-01","4.512328767123288","-0.009841663320052676","1.3","A+","8+","民营企业","上海","交运设备","汽车","汽车零部件","93","114","0/15 | 30","207","21"
"123160.SZ","泰福转债","2024-04-30","111","111.272","109.88","110.802","0.0032868823513434453","0.03186813191408655","泰福泵业","17.47","16.9","17.42","0.01396973224679865","0.0739827376504667","13553.5","1498.253553","0.1750404442324109","0.45966297764135233","0.004133","87.89101917255297","0.2606748794489093","0.3199510144207811","-0.059276134971871786","82.70962986129247","0.33965053628966335","31.597796154130226","114.30742601542269","-0.03163684784952148","136.86948794489095","3.348864","3.7106082892800005","0.040377572521693425","2.0917","29.6102","2.1139","7.580325019999999","15.81738944","0.4777729970520188","0.23459043626354567","554","2028-09-27","4.416438356164384","0.020625079934951482","1.3","A","8","民营企业","浙江","机械设备","专用设备","农用机械","81","126","0/15 | 30","207","23"
"113039.SH","嘉泽转债","2024-04-30","128.403","128.996","126","127.503","-0.0032520579429169416","0.03076873332794494","嘉泽新能","3.52","3.43","3.44","-0.02824858757062154","0.008797654134665711","15542","1971.7113","0.20022463871558724","0.2343968499032066","0.023254999999999998","104.8780487804878","0.21572627906976738","0.1815066813457999","0.03421959772396749","105.12396494368986","0.21288233437825133","19.49137689893762","124.61534184262747","0.02264776638488919","149.07562790697673","2.8769400168","3.668184829620504","0.05375168895739601","1.2529","11.1028","3.5542","83.27029543","83.74157543","0.6753315153489674","0.0438036281355461","1322","2026-08-23","2.317808219178082","-0.0580183423387863","1.3","AA","7-","民营企业","宁夏","公用事业","电力","新能源发电","61","146","0/15 | 30","207","22"
"123143.SZ","胜蓝转债","2024-04-30","127.3","127.765","124.9","125.5","-0.01021333648803191","0.0875216640757499","胜蓝股份","24.91","23.39","23.43","-0.046786004882017895","0.2959070787550908","161809.1","20436.288048500002","0.23269705504848529","0.6186396776241823","0.002134","100.68758057584873","0.2464297908664106","0.208749066872047","0.03768072399436359","98.57837523485426","0.27309868620787614","48.71141987988006","147.28979511473432","-0.17362386545605024","150.14297908664105","3.292582","4.13219041","0.49456307722518533","3.2046","44.2037","2.8056","33.12423232","35.055045899999996","0.44940957338895543","0.1178771929663912","740","2028-03-30","3.9205479452054797","-0.019140965425457655","1.3","AA-","7-","民营企业","广东","电子设备","电子元件","电子元件","74","132","0/15 | 30","206","24"
"113524.SH","奇精转债","2024-04-30","115.874","116.854","115.83","116.686","0.007007611716174589","0.02775355621558906","奇精机械","12.72","12.4","12.51","0.0040128410914925805","0.06032105038778668","20444","2380.6452","0.20994697757106023","0.4560073356999227","0.01199","93.84846211552889","0.24334482813748992","0.2622666223330496","-0.01892179419555967","110.46135146936587","0.05635137039184612","11.44660890349658","121.90796037286245","-0.04475224425263047","141.020482813749","3.29686","3.8469740596000004","0.061883578186839504","2.2626","31.6782","1.3122","24.03766138","24.03766138","0.47144317998755014","0.16003944804717107","1941","2024-12-13","0.6246575342465753","-0.050303219512360525","1.3","AA-","7+","地方国有企业","浙江","家电","白色家电","白色家电","72","130","0/15 | 30","202","25"
"123118.SZ","惠城转债","2024-04-30","322.9","335.6","322.88","328.5","0.017027863777089758","0.007671802769644964","惠城环保","52.79","50.27","51.93","0.02325123152709363","0.016242661620038845","178176.2","58582.7989026","0.49909211908603507","0.5182771494613695","0","325.98870056497174","0.0077036395147314085","0.00011333495039415341","0.007590304564337255","98.85883695550302","2.3229199342883216","238.60457522303278","337.4634121785358","-0.027285881822026736","329.27036395147314","1.245646","4.09194711","1.4316607064503335","5.5495","58.924","6.423","55.14853987","72.42107428","0.5836805634381139","0.056502159774368926","1010","2027-07-06","3.186301369863014","-0.27459423461626636","1.3","A+","8-","民营企业","山东","公用事业","环保","环保","5","196","公告不强赎","201","26"
